"STA","Station Name","Elevation","Latitude","Longitude","Nearby City","Hydro","Basin","Owner","Maintenance","Operator","Map","Collect","County Name","Basin Name","Agency Name","Hydro Area","Sensors"
"KRC","KERRICK CORRAL","7000","38.177","-119.96",,"6","8601","999","999","37","19","0","TUOLUMNE","TUOLUMNE R","Summit Ranger District","SAN JOAQUIN RIVER","3,18,82"
"KRD","KERN R BL KERN CYN PH DIV DAM KE-16","2100","35.4602","-118.7804","BAKERSFIELD","7","9701","999","999","61","39","0","KERN","KERN R","Pacific Gas and Electric Company, Auberry","TULARE LAKE","1,14,20"
"KRG","KELLY RIDGE POWER HOUSE","255","39.531758","-121.491214","OROVILLE","5","7301","999","999","80","13","2","BUTTE","FEATHER R","South Feather Water and Power Agency","SACRAMENTO RIVER","1,4,14,25"
"KRH","KERCKHOFF DAM","985","37.128","-119.524","FRIANT","6","9001","999","999","50","25","0","FRESNO","SAN JOAQUIN R","US Bureau of Reclamation","SAN JOAQUIN RIVER","15"
"KRI","KERN R-BLW ISABELLA","2435","35.639","-118.484","KERNVILLE","7","9701","999","722","56","39","0","KERN","KERN R","US Army Corps of Engineers","TULARE LAKE","65,66,260,261,262,263,264,265,290"
"KRK","KERN R NEAR KERNVILLE","3620","35.945","-118.477","KERNVILLE","7","9701","999","999","56","39","0","TULARE","KERN R","US Army Corps of Engineers","TULARE LAKE","65"
"KRM","KAWEAH R BLW MCKAY POINT","454","36.3878","-119.0486","VISALIA","7","9501","999","999","56","31","0","TULARE","KAWEAH R","US Army Corps of Engineers","TULARE LAKE","1,14"
"KRN","KERNVILLE (USFS)","2720","35.755","-118.425","KERNVILLE","7","9701","999","999","44","39","0","KERN","KERN R","US Forest Service","TULARE LAKE","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
"KRR","SF KINGS R ABV ROARING R","4851","36.786958","-118.616571","CEDAR GROVE","7","9401","999","999","91","31","2","FRESNO","KINGS R","Kings River Water Association","TULARE LAKE","1,14,20,25,41,146"
"KRT","KINGS R NR TRIMMER","942","36.8747","-119.1408","SANGER","6","9401","999","999","56","31","0","FRESNO","KINGS R","US Army Corps of Engineers","SAN JOAQUIN RIVER","1,14,20,25,41"
"KSP","KAISER POINT","9200","37.2981796264648","-119.103370666504","LAKESHORE","6","9001","50","702","50","999","0","FRESNO","SAN JOAQUIN R","US Bureau of Reclamation","SAN JOAQUIN RIVER","2,3,4,14,16,18,30,31,32,45,82"
"KSR","KAISER PASS","9100","37.295","-119.102",,"6","9001","999","999","68","25","0","FRESNO","SAN JOAQUIN R","Southern California Edison Company, Big Creek","SAN JOAQUIN RIVER","3,18,82"
"KSV","KLAMATH RIVER NEAR SEIAD VALLEY","1320","41.8537368774414","-123.232276916504","YREKA","1","201","999","58","58","2","0","SISKIYOU","KLAMATH R","US Geological Survey","NORTH COAST","1,14,20,169"
"KTI","KNOCTI RAWS (MT. KONOCTI)","2163","38.9118","-122.7063","LOWER LAKE","5","7901","999","999","3","15","2","LAKE","CACHE CR","CA Dept of Forestry and Fire Protection","SACRAMENTO RIVER","2,4,9,10,11,12,13,14,26,45,77,78"
"KTL","KETTLE ROCK","7300","40.14","-120.715","GREENVILLE","5","7301","703","999","703","10","0","PLUMAS","FEATHER R","CA Dept of Water Resources/Operations and Maintenance","SACRAMENTO RIVER","2,3,4,14,18,30,31,32,45,82"
"KTM","KETTLEMAN CITY (NWS)","508","36.067","-120.083","KETTLEMAN CITY","7","9801","999","999","40","30","0","KINGS","TULARE LAKE","National Weather Service","TULARE LAKE","2"
"KTT","KETTLEMAN HILLS","810","36.033","-120.057","KETTLEMAN CITY","7","9801","999","999","59","30","0","KINGS","TULARE LAKE","US Bureau of Land Management","TULARE LAKE","2,4,9,10,12,13,14,30,31,32,45,77,78"
"KUB","UPPER BULL","8073","36.9669","-119.0566","SHAVER LAKE","7","9401","999","999","91","0","2","FRESNO","KINGS R","Kings River Water Association","TULARE LAKE","2,3,4,9,10,12,14,16,18,30,31,32,77,78,82,115,147,245,246,247"
"KUP","UPPER PROVIDENCE","5611","37.061","-119.183","SHAVER LAKE","7","9401","999","999","91","0","2","FRESNO","KINGS R","Kings River Water Association","TULARE LAKE","2,3,4,9,10,12,14,16,18,30,31,32,77,78,82,115,147,245,246,247"
"KWK","SACRAMENTO RIVER AT KESWICK","596","40.6009826660156","-122.444458007812","REDDING","5","6501","50","999","404","8","0","SHASTA","SACRAMENTO R","US Geological Survey/US Bureau of Reclamation","SACRAMENTO RIVER","1,4,14,16,20,25,27,30,31,32,41,61"
"KWT","KAWEAH R-TERMINUS DM","475","36.412","-119.003","VISALIA","7","9501","999","999","56","31","0","TULARE","KAWEAH R","US Army Corps of Engineers","TULARE LAKE","65,66,260,261,262,263,264,265"
"LAB","LITTLE TRUCKEE R ABV BOCA RESERVOIR","5619","39.4357414245605","-120.084365844727","TRUCKEE","8","10501","999","999","5","14","0","NEVADA","TRUCKEE R","USGS/DWR","NORTH LAHONTAN","1,14,20,25"
"LAC","LOS ANGELES NWS CITY","312","99.999","-999.999",,"4","4301","999","999","999","999","0","LOS ANGELES","VENTURA LA COASTAL",".None Specified","SOUTH COAST","2"
"LAH","LA HONDA","425","37.3053","-122.2539","SAN GREGORIO","2","2701","999","999","3","22","0","SAN MATEO","SAN GREGORIO CR","CA Dept of Forestry and Fire Protection","SAN FRANCISCO BAY","2,4,9,10,11,12,13,14,26,77,78"
"LAL","LOS ALAMOS","565","34.745","-120.279",,"3","4001","999","999","40","44","0","SANTA BARBARA","SANTA YNEZ R","National Weather Service","CENTRAL COAST","2"
"LAN","LOS ANGELES-WSO AIRPORT","100","33.933","-118.4","LOS ANGELES","4","4301","999","999","40","53","0","LOS ANGELES","VENTURA LA COASTAL","National Weather Service","SOUTH COAST","2"
"LAP","LA PORTE (DWR)","4980","39.681","-120.983","LA PORTE","5","7301","701","703","703","14","0","PLUMAS","FEATHER R","CA Dept of Water Resources/Operations and Maintenance","SACRAMENTO RIVER","2,14,45,203"
"LAS","LASSEN LODGE","4120","40.35","-121.7","MINERAL","5","6501","999","999","3","9","0","TEHAMA","SACRAMENTO R","CA Dept of Forestry and Fire Protection","SACRAMENTO RIVER","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
"LAY","LAYTONVILLE","1838","39.702","-123.485","LAYTONVILLE","1","1201","999","999","3","11","2","MENDOCINO","EEL R","CA Dept of Forestry and Fire Protection","NORTH COAST","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
"LB2","LUMBERYARD 2","6500","38.545","-120.305",,"6","8301","999","12","12","18","0","AMADOR","MOKELUMNE R","Amador Ranger District","SAN JOAQUIN RIVER","3,18,82"
"LBC","LONG BEACH WB AP","25","33.817","-118.15",,"4","4301","999","999","40","53","0","LOS ANGELES","VENTURA LA COASTAL","National Weather Service","SOUTH COAST","2"
"LBD","LOBDELL LAKE","9200","38.44","-119.377","BRIDGEPORT","8","10801","999","999","54","19","0","MONO","WALKER R","Natural Resources Conservation Service","NORTH LAHONTAN","2,3,4,18,30,31,32,82"
"LBN","LOS BANOS (CDF)","350","37.053","-121.049","LOS BANOS","6","9001","999","999","3","23","0","MERCED","SAN JOAQUIN R","CA Dept of Forestry and Fire Protection","SAN JOAQUIN RIVER","2,4,9,10,11,12,13,14,17,26,30,31,32,77,78"
"LBR","LIBERTY ROAD","100","38.283","-122.7","PETALUMA","2","1801","999","999","75","16","0","SONOMA","PETALUMA R","City of Petaluma","SAN FRANCISCO BAY","45"
"LBS","LOS BANOS DAM","350","36.994","-120.93","LOS BANOS","6","9001","999","713","713","30","0","MERCED","SAN JOAQUIN R","CA Dept of Water Resources/O&M San Joaquin Field Division","SAN JOAQUIN RIVER","6,14,15,16,22,23,76"
"LC1","LAKE CTY RAWS1 (COBB MT)","4725","38.8064","-122.7405","LOWER LAKE","5","7901","999","999","117","15","2","LAKE","CACHE CR","Lake County","SACRAMENTO RIVER","2,4,9,10,11,12,13,14,17,26,45,77,78"
"LCB","OREGON CREEK BELOW LOG CABIN","1913","39.445","-121.058","NORTH SAN JUAN","5","7401","999","999","158","13","0","YUBA","YUBA R","Yuba County","SACRAMENTO RIVER","1,20,41,204,210"
"LCC","LOS ANGELES CIVIC CENTER","270","34.05","-118.233","LOS ANGELES","4","4801","999","999","40","46","0","LOS ANGELES","LOS ANGELES R","National Weather Service","SOUTH COAST","2"
"LCF","LITTLEJOHN CK AT FARMINGTON","113","37.9267","-121.0017","STOCKTON","6","9001","999","999","56","23","0","SAN JOAQUIN","SAN JOAQUIN R","US Army Corps of Engineers","SAN JOAQUIN RIVER","1,14"
"LCH","LINDO CHANNEL NR CHICO","183","39.7491607666016","-121.868896484375","CHICO","5","6501","999","999","707","13","0","BUTTE","SACRAMENTO R","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,14,20"
"LCK","LOS COCHES CREEK","560","32.836","-116.902","SANTEE","4","6101","999","999","190","60","0","SAN DIEGO","SAN DIEGO R","San Diego County","SOUTH COAST","16"
"LCL","LEO CARRILLO STATE PARK","50","34.046","-118.936","THOUSAND OAKS","4","4301","999","999","172","46","0","LOS ANGELES","VENTURA LA COASTAL","Los Angeles County Fire Dept","SOUTH COAST","2,4,9,10,11,12,13,14,17,26,30,31,32,77,78"
"LCM","LAS CUMBRES","2760","37.208","-122.063","LOMPICO","3","2901","999","999","144","22","0","SANTA CRUZ","SAN LORENZO R","Santa Cruz County","CENTRAL COAST","16"
"LCN","LINCOLN","200","38.882","-121.272","LINCOLN","5","7701","999","999","3","17","0","PLACER","AMERICAN R","CA Dept of Forestry and Fire Protection","SACRAMENTO RIVER","2,4,9,10,11,12,13,14,26,30,31,32,45,77,78"
"LCO","LINDA CREEK AT CHAMPION OAKS","140","38.727","-121.247","ROSEVILLE","5","7701","131","131","131","17","0","PLACER","AMERICAN R","Placer County","SACRAMENTO RIVER","1,16"
"LCP","LOWER CARSON PASS","8400","38.693","-119.998",,"5","7701","999","999","209","19","0","ALPINE","AMERICAN R","El Dorado Irrigation District","SACRAMENTO RIVER","3,18,82"
"LCR","LOST CORNER MOUNTAIN","7500","39.017","-120.215",,"5","7701","999","999","85","14","0","EL DORADO","AMERICAN R","Sacramento Municipal Utility District","SACRAMENTO RIVER","2,3,4,18,82"
"LCS","LOWER CRYSTAL SPRINGS","424","37.5325","-122.363","SAN MATEO","2","2650","999","999","182","22","2","SAN MATEO","SAN MATEO CREEK","San Francisco PUC","SAN FRANCISCO BAY","14,16,45"
"LCU","LAKE CURRY","391","38.357784","-122.125549","FAIRFIELD","2","8101","999","999","221","15","34","NAPA","DELTA","Solano County Water Agency","SAN FRANCISCO BAY","45"
"LCV","DRY CREEK NEAR LEMONCOVE","589","36.4504","-119.0284","WOODLAKE","7","9501","999","999","56","31","0","TULARE","KAWEAH R","US Army Corps of Engineers","TULARE LAKE","20,41"
"LDB","LADDER BUTTE","5700","40.817","-121.317","JELLICO","5","6701","999","999","44","9","0","LASSEN","PIT R","US Forest Service","SACRAMENTO RIVER","2,4,9,10,12,13,14,26,30,31,32,77,78"
"LDC","LITTLE DRY CREEK (USBR)","350","36.934193","-119.729557","FRESNO","6","9001","999","999","50","30","0","FRESNO","SAN JOAQUIN R","US Bureau of Reclamation","SAN JOAQUIN RIVER","1,14,20"
"LDD","LIDDEL SPRING DIVERSION","760","37.023333","-122.150556","BONNY DOON","3","2950","999","999","289","0","4","SANTA CRUZ","SANTA CRUZ CO COAST","City of Santa Cruz","CENTRAL COAST","46"
"LDG","LODGEPOLE","6735","36.6","-118.733","GIANT FOREST","7","9501","999","999","53","32","0","TULARE","KAWEAH R","Sequoia and Kings Canyon National Parks","TULARE LAKE","2,45"
"LDL","LIDELL","577","37.0241667","-122.1505","BONNY DOON","3","2950","289","289","289","0","99","SANTA CRUZ","SANTA CRUZ CO COAST","City of Santa Cruz","CENTRAL COAST","16"
"LDT","LAKE DAVIS TAILRACE","5670","39.883","-120.476","PORTOLA","5","7301","999","999","703","13","2","PLUMAS","FEATHER R","CA Dept of Water Resources/Operations and Maintenance","SACRAMENTO RIVER","1,14"
"LDV","LAKE DAVIS (SNOW COURSE)","5800","39.933","-120.505","PORTOLA","5","7301","999","999","999","14","0","PLUMAS","FEATHER R",".None Specified","SACRAMENTO RIVER","3,18,82"
"LEA","LAKE ALPINE RESERVOIR","7302","38.47139","-120.002777","BEAR VALLEY","6","8501","999","999","615","17","37","ALPINE","STANISLAUS R","Northern California Power Agency","SAN JOAQUIN RIVER","6,15"
"LEG","SOUTH FORK EEL RIVER AT LEGGETT","747","39.8745956420898","-123.720581054688","GARBERVILLE","1","1201","409","702","409","11","0","MENDOCINO","EEL R","USGS/DWR-DFM-Hydro-SMN","NORTH COAST","1,2,14,16,20,45"
"LEW","LEWISTON","1870","40.727","-122.793","LEWISTON","1","901","999","999","50","8","0","TRINITY","TRINITY R","US Bureau of Reclamation","NORTH COAST","6,7,15,22,23,45,48,71,74,76,85"
"LFH","LEWISTON FISH HATCHERY","1870","40.727","-122.793","LEWISTON","1","901","50","999","50","8","0","TRINITY","TRINITY R","US Bureau of Reclamation","NORTH COAST","2,9,10,12,14,16,25,26,30,45,64,203"
"LFY","LAFAYETTE","465","37.885","-122.138","ORINDA","2","2801","999","999","86","22","0","CONTRA COSTA","SF BAY","East Bay Municipal Utility District","SAN FRANCISCO BAY","15"
"LGB","LAGUNA BEACH","35","33.547","-117.78","SANTA ANA","4","5701","999","999","40","54","0","ORANGE","SANTA ANA R","National Weather Service","SOUTH COAST","2"
"LGC","LOS GATOS CREEK NEAR COALINGA","1080","36.2146759033203","-120.470710754395","COALINGA","7","9950","701","999","58","30","0","FRESNO","LOS GATOS CR (NEAR COALINGA)","US Geological Survey","TULARE LAKE","1,14,20"
"LGN","TUOLUMNE R BLW LA GRANGE DAM NR LA GRANG","170","37.6663208007813","-120.442138671875","LA GRANGE","6","8601","999","999","58","24","0","STANISLAUS","TUOLUMNE R","US Geological Survey","SAN JOAQUIN RIVER","1,14,20,41"
"LGR","LA GRANGE RELEASE","52","37.667","-120.462","TURLOCK","6","8601","999","999","56","24","0","STANISLAUS","TUOLUMNE R","US Army Corps of Engineers","SAN JOAQUIN RIVER","7"
"LGS","LOG SPRING","5100","39.833","-122.783","PASKENTA","5","7001","999","999","56","12","0","TEHAMA","SACTO VLY NE","US Army Corps of Engineers","SACRAMENTO RIVER","2,45"
"LGT","LAGUNITAS LAKE","799","37.947","-122.597","PETALUMA","2","1701","999","999","89","22","0","MARIN","COAST-MARIN","Marin Municipal Water District","SAN FRANCISCO BAY","2,15"
"LGU","LAGUNA CREEK DIVERSION","600","37.023802","-122.131447","BONNY DOON","3","2950","999","999","289","0","4","SANTA CRUZ","SANTA CRUZ CO COAST","City of Santa Cruz","CENTRAL COAST","46"
"LGV","LITTLE GRASS VALLEY","5047","39.724","-121.019","LA PORTE","5","7301","999","999","80","13","0","PLUMAS","FEATHER R","South Feather Water and Power Agency","SACRAMENTO RIVER","6,15"
"LIB","LIBERTY ISLAND @ APPROX CNTR S END","0","38.2421","-121.6849","RIO VISTA","5","6501","999","999","58","17","0","SOLANO","SACRAMENTO R","US Geological Survey","SACRAMENTO RIVER","1,20,21,25,61,100,221"
"LIC","LICHAU CREEK","600","38.317","-122.633","PETALUMA","2","1801","999","999","75","16","0","SONOMA","PETALUMA R","City of Petaluma","SAN FRANCISCO BAY","2,45"
"LIM","LIMEKILN","916","36.51276","-121.540812","GONZALES","3","3301","127","127","127","0","99","MONTEREY","SALINAS R","Monterey County","CENTRAL COAST","16"
"LIR","LIBERTY ISLAND - RD2068","0","38.3292808532715","-121.693969726563","SACRAMENTO","5","6501","999","999","704","999","0","SOLANO","SACRAMENTO R","CA Dept of Water Resources/North Central Region Office","SACRAMENTO RIVER","1,14,16,141"
"LIS","YOLO BYPASS AT LISBON","0","38.474781036377","-121.588226318359","FREEPORT","5","6501","700","999","704","999","0","YOLO","SACRAMENTO R","CA Dept of Water Resources/North Central Region Office","SACRAMENTO RIVER","1,14,20,21,25,28,61,62,100,141,169,221"
"LIY","LIBERTY ISLAND - YOLO BYPASS","0","38.3292770385742","-121.693977355957","SACRAMENTO","5","6501","999","999","704","999","0","SOLANO","SACRAMENTO R","CA Dept of Water Resources/North Central Region Office","SACRAMENTO RIVER","1,16,141"
"LKB","LOWER KIBBIE","6700","38.033","-119.878","MATHER","6","8601","999","999","37","19","0","TUOLUMNE","TUOLUMNE R","Summit Ranger District","SAN JOAQUIN RIVER","3,18,82"
"LKC","LIME KILN CANYON","4790","35.09","-118.448","TEHACHAPI","7","9750","999","999","115","39","0","KERN","CALIENTE CR","Kern County","TULARE LAKE","14,16"
"LKF","LAKE FORDYCE NEAR CISCO","6290","39.37889","-120.49444","CISCO GROVE","5","7401","999","999","60","0","20","NEVADA","YUBA R","Pacific Gas & Electric","SACRAMENTO RIVER","6,15"
"LKL","LOWER KLAMATH NWR","4098","41.999","-121.7","TULELAKE","1","201","999","999","403","4","0","SISKIYOU","KLAMATH R","US Fish & Wildlife Service","NORTH COAST","2,4,9,10,11,12,13,14,26,77,78"
"LKP","LAKEPORT","1315","99.999","-999.999",,"5","7901","999","999","999","999","0","LAKE","CACHE CR",".None Specified","SACRAMENTO RIVER","2"
"LKR","LEESVILLE KEEGAN RS","1330","99.999","-999.999",,"5","7101","999","999","999","999","0","none specified","SACTO VLY WEST",".None Specified","SACRAMENTO RIVER","2"
"LKS","LAKESHORE","1100","40.867","-122.383","LAKE SHASTA CITY","5","6501","999","999","50","8","0","SHASTA","SACRAMENTO R","US Bureau of Reclamation","SACRAMENTO RIVER","2,4,14,16,30,31,32,45"
"LKW","LAKE KAWEAH WEATHER","570","36.415883","-119.005683","VISALIA","7","9501","999","999","56","0","0","TULARE","KAWEAH R","US Army Corps of Engineers","TULARE LAKE","2,4,9,10,12,14,17,26,29,47,175"
"LLC","LOS LAURELES CANYON","788","34.5436019897461","-119.864860534668","SANTA BARBARA","3","4001","999","999","58","45","0","SANTA BARBARA","SANTA YNEZ R","US Geological Survey","CENTRAL COAST","1,14,20"
"LLL","LAKE LUCILLE","8200","38.86","-120.112",,"8","10601","999","999","93","18","0","EL DORADO","LAKE TAHOE","Truckee River Basin Water Committee, Reno","NORTH LAHONTAN","3,18,82"
"LLM","LITTLE LAGUNA MEADOW","5500","32.928","-116.49","PINE VALLEY","4","5601","999","999","999","60","0","SAN DIEGO","SAN JACINTO R",".None Specified","SOUTH COAST","3,18,82"
"LLP","LOWER LASSEN PEAK","8338","40.4666023254395","-121.508110046387","MINERAL","5","7301","702","702","702","999","0","SHASTA","FEATHER R","CA Dept of Water Resources/DFM-Hydro-SMN","SACRAMENTO RIVER","3,4,9,10,12,14,16,18,26,30,31,32,77,78,82,96,97,98,99,103,104,105,106,107,108,115,147"
"LLY","LLOYD MEADOW","5600","36.147","-118.477",,"7","9701","999","999","999","32","0","TULARE","KERN R",".None Specified","TULARE LAKE","3,18,82"
"LMC","LEMON COVE","513","36.383","-119.033",,"7","9501","999","999","40","31","0","TULARE","KAWEAH R","National Weather Service","TULARE LAKE","2"
"LMD","LONG MEADOW (KINGS R)","8500","37.13","-118.92",,"7","9401","999","999","61","26","0","FRESNO","KINGS R","Pacific Gas and Electric Company, Auberry","TULARE LAKE","3,18,82"
"LML","LOWER MILL CREEK CANAL","3514","40.487","-121.852",,"5","6951","60","60","60","0","20","SHASTA","BATTLE CREEK","Pacific Gas & Electric","SACRAMENTO RIVER","1,110"
"LMN","LEMONCOVE DITCH","546","36.4153","-119.0061","VISALIA","7","9501","999","999","56","31","0","TULARE","KAWEAH R","US Army Corps of Engineers","TULARE LAKE","1,14"
"LMO","LOOMIS OBSERVATORY","733","38.815","-121.113","ROSEVILLE","5","7701","999","999","73","17","0","PLACER","AMERICAN R","City of Roseville","SACRAMENTO RIVER","16"
"LMS","LA MESA","530","32.766","-117.024","LA MESA","4","6101","999","999","190","59","0","SAN DIEGO","SAN DIEGO R","San Diego County","SOUTH COAST","16"
"LMT","LOWER MET","7063","38.4332","-120.1499","ARNOLD","6","8301","999","250","250","17","2","CALAVERAS","MOKELUMNE R","UC Merced","SAN JOAQUIN RIVER","2,4,9,10,12,14,18,29,77"
"LMW","LONG MEADOW (AMERICAN R)","5600","38.972","-120.372",,"5","7701","999","999","999","18","0","EL DORADO","AMERICAN R",".None Specified","SACRAMENTO RIVER","3,18,82"
"LNB","SUTTER BYPASS AT LONGBRIDGE","64","39.148","-121.84","LONGBRIDGE","5","6501","999","999","151","13","0","SUTTER","SACRAMENTO R","Sutter County","SACRAMENTO RIVER","1,14"
"LNC","LANCASTER FSS FAA","2340","34.738736","-118.216309","LANCASTER","9","11501","40","40","40","0","0","LOS ANGELES","MOJAVE DESERT","National Weather Service","SOUTH LAHONTAN","2"
"LND","LINDSAY","420","36.2","-119.05",,"7","9801","999","999","40","31","0","TULARE","TULARE LAKE","National Weather Service","TULARE LAKE","2"
"LNG","LEXINGTON RESERVOIR","659","37.202","-121.988","LOS GATOS","2","2401","999","999","143","23","0","SANTA CLARA","SANTA CLARA VLY","Santa Clara County","SAN FRANCISCO BAY","15"
"LNV","LONG VALLEY TO TINEMAHA","9999","99.999","-999.999","BISHOP","9","11001","999","999","71","999","0","INYO","OWENS R","City of Los Angeles; Dept of Water and Power","SOUTH LAHONTAN","65"
"LOD","LODI","40","38.1","-121.283","STOCKTON","6","8301","999","999","40","17","0","SAN JOAQUIN","MOKELUMNE R","National Weather Service","SAN JOAQUIN RIVER","2"
"LOG","LOG LAKE","5300","41.547","-123.1","FORT JONES","1","601","999","999","999","2","0","SISKIYOU","SCOTT R",".None Specified","NORTH COAST","3,18,82"
"LOK","LOCKWOOD VALLEY ROAD","5150","34.733891","-119.100555","LAKE OF THE WOODS","4","4601","999","999","156","44","13","VENTURA","SANTA CLARA R","Ventura County","SOUTH COAST","2,4,9,10,12,17"
"LOL","LOON LAKE (SNOW COURSE)","6400","38.983","-120.32",,"5","7701","999","999","999","18","0","EL DORADO","AMERICAN R",".None Specified","SACRAMENTO RIVER","3,18,82"
"LON","LOON LAKE (SMUD)","6410","38.983","-120.323","MEEKS BAY","5","7701","999","999","85","18","0","EL DORADO","AMERICAN R","Sacramento Municipal Utility District","SACRAMENTO RIVER","2,4,6,15,20,22,25,30,31,32,45,48"
"LOR","LINDA CREEK AT OAK RIDGE ROAD","150","38.731","-121.266","ROSEVILLE","5","7701","73","73","73","17","0","PLACER","AMERICAN R","City of Roseville","SACRAMENTO RIVER","1"
"LOS","LAKE LOIS","8600","38.9210357666016","-120.204444885254","SOUTH LAKE TAHOE","5","7701","702","702","702","999","0","EL DORADO","AMERICAN R","CA Dept of Water Resources/DFM-Hydro-SMN","SACRAMENTO RIVER","3,4,9,10,12,14,18,30,31,32,77,78,82,103,104,105,106,107,108"
"LOT","LOWER OTAY","485","32.609","-116.927","CHULA VISTA","4","6301","999","999","222","60","0","SAN DIEGO","OTAY R","City of San Diego","SOUTH COAST","15"
"LPA","LAKE PALMDALE","2980","34.5372","-118.1014","PALMDALE","9","11501","999","999","172","46","0","LOS ANGELES","MOJAVE DESERT","Los Angeles County Fire Dept","SOUTH LAHONTAN","2,4,9,10,11,12,13,14,17,26,30,31,32,77,78"
"LPC","LAPACHET RANCH","260","38.032","-120.976","BELLOTA","6","8401","999","999","139","18","0","SAN JOAQUIN","CALAVERAS R","San Joaquin County","SAN JOAQUIN RIVER","16"
"LPP","LAS PERILLAS PUMPING PLANT","300","35.843143","-119.909055","KETTLEMAN CITY","7","9401","703","703","703","0","99","KINGS","KINGS R","CA Dept of Water Resources/Operations and Maintenance","TULARE LAKE","20"
"LPS","LITTLE POTATO SLOUGH AT TERMINOUS","0","38.0964","-121.4961","TERMINOUS","6","9001","999","999","58","17","0","SAN JOAQUIN","SAN JOAQUIN R","US Geological Survey","SAN JOAQUIN RIVER","1,20,21,25,100,221"
"LPT","LA PORTE (SNOW COURSE)","5000","39.678","-120.987","LA PORTE","5","7401","999","999","999","14","0","PLUMAS","YUBA R",".None Specified","SACRAMENTO RIVER","3,18,82"
"LPU","LAKE PIRU AT TEMESCAL","1103","34.47444","-118.76111","TEMESCAL","3","4701","156","156","156","0","99","VENTURA","PIRU CR","Ventura County","CENTRAL COAST","16"
"LPY","LAKE PILLSBURY NR POTTER VLY 24HR AVG","1828","39.4083","-122.9583","POTTER VALLEY","1","1201","999","999","60","12","0","LAKE","EEL R","Pacific Gas & Electric","NORTH COAST","6,15"
"LPZ","LA PANZA","1650","35.3806","-120.1881","SIMMLER","3","3301","999","999","3","37","0","SAN LUIS OBISPO","SALINAS R","CA Dept of Forestry and Fire Protection","CENTRAL COAST","2,4,9,10,11,12,13,14,26,30,31,32"
"LRA","LEROY ANDERSON","640","37.165","-121.632","MADRONE","2","2401","999","999","219","23","0","SANTA CLARA","SANTA CLARA VLY","Santa Clara Valley Water District","SAN FRANCISCO BAY","15"
"LRM","LAURAL MOUNTAIN","4390","35.4783","-117.6992","RIDGECREST","9","11150","999","999","59","40","0","KERN","CHINA LAKE","US Bureau of Land Management","SOUTH LAHONTAN","2,4,9,10,12,13,14,26,30,31,32,77,78"
"LRS","LOST RIVER","4480","41.926","-121.075","TULELAKE","1","201","999","999","50","4","0","MODOC","KLAMATH R","US Bureau of Reclamation","NORTH COAST","1,6,14"
"LRT","LITTLE RIVER NEAR TRINIDAD","18","41.0098495483398","-124.08145904541","TRINIDAD","1","1201","999","999","58","1","0","HUMBOLDT","EEL R","US Geological Survey","NORTH COAST","1,14,20"
"LS2","LAKE SPAULDING 2","5200","39.32","-120.637",,"5","7401","999","999","999","14","0","NEVADA","YUBA R",".None Specified","SACRAMENTO RIVER","3,18,82"
"LSA","LOS ALTOS HILLS","2001","37.3581","-122.1472","LOS ALTOS HILLS","2","2501","999","999","3","22","0","SANTA CLARA","BAYSIDE-SAN MATEO","CA Dept of Forestry and Fire Protection","SAN FRANCISCO BAY","2,4,9,10,11,12,13,14,77,78"
"LSB","LOS BANOS","120","37.05","-120.867","LOS BANOS","6","9301","999","999","40","24","0","MERCED","SAN JOAQUIN FLOOR","National Weather Service","SAN JOAQUIN RIVER","2,15"
"LSF","LAS FLORES-CAMP PENDELTON","100","33.289","-117.439",,"4","5801","999","999","401","54","0","SAN DIEGO","SANTA MARGARITA R","US Marine Corps","SOUTH COAST","2,4,9,10,11,12,13,14,17,30,31,32,77,78"
"LSG","LOS GATOS","646","37.2068","-121.9428","SAN JOSE","2","2301","999","999","3","23","0","SANTA CLARA","LOS GATOS CR (NEAR SAN JOSE)","CA Dept of Forestry and Fire Protection","SAN FRANCISCO BAY","2,4,9,10,11,12,13,14,26,77,78"
"LSH","LITTLE SHASTA","6200","41.808","-122.195",,"1","401","999","999","17","3","0","SISKIYOU","SHASTA R","Goosenest Ranger District","NORTH COAST","3,18,82"
"LSM","LOS MEDANOS","130","37.9973","-121.8564","ANTIOCH","2","2801","999","999","107","23","0","CONTRA COSTA","SF BAY","Contra Costa County","SAN FRANCISCO BAY","16"
"LSO","LOS OSOS","130","35.322","-120.801","LOS OSOS","3","4151","999","999","40","37","0","SAN LUIS OBISPO","COAST-MORRO BAY","National Weather Service","CENTRAL COAST","16"
"LSP","LAKE SPAULDING (PG&E)","5156","39.317","-120.633","EMIGRANT GAP","5","7401","999","999","60","14","0","NEVADA","YUBA R","Pacific Gas & Electric","SACRAMENTO RIVER","2,12,14,16,30,31,32,45"
"LSR","LITTLE SHASTA R NR MONTAGUE","2800","41.7330932617188","-122.350357055664","MONTAGUE","1","401","999","999","805","3","38","SISKIYOU","SHASTA R","Nature Conservancy","NORTH COAST","1,14,20"
